uid	name	facility	classification	province	district	sub_district	latitude	longitude	fax	tel	cel	email	manager	area_type	ownership	postal_area	postal_address	street_address	overall_performance	vital_measures	extreme_measures	essential_measures	developmental_measures	facilities_and_infrastructure	clinical_support_services	patient_safety-clinical_governance-clinical_care	operational_management	patients_rights	public_health	leadership_and_corporate_governance	infection_prevention_and_control	improve_patient_safety_and_security	waiting_times	positive_and_caring_attitudes	cleanliness	availability_of_medicines_and_supplies	accommodation-consulting_room-clinic	accommodation-procedure_room-total	accommodation-consulting-room-outpatient-department	accommodation-consulting_room-accident_and_emergency_department	accommodation-medicine_room-number_of	staff-nursing_staff-professional_nurse-vacant	staff-Nursing_Staff-Professional_Nurse-part_time	staff-Nursing_Staff-Professional_Nurse-full_time	staff-Nursing_Staff-Enrolled_Nurse_Assistant-vacant	staff-Nursing_Staff-Enrolled_Nurse_Assistant-part_time	staff-Nursing_Staff-Enrolled_Nurse_Assistant-full_time	staff-Clinical_staff-Other-vacant	staff-Clinical_staff-Other-part_time	staff-Clinical_staff-Other-full_time	staff-Nursing_Staff-Enrolled_Nurs-vacant	staff-Nursing_Staff-Enrolled_Nurs-part_time	staff-Nursing_Staff-Enrolled_Nurs-full_time	staff-Nursing_Staff-Enrolled_Nurse-vacant	staff-Nursing_Staff-Enrolled_Nurse-part_time	staff-Nursing_Staff-Enrolled_Nurse-full_time	staff-Nursing_Staff-Advanced_Midwives-vacant	staff-Nursing_Staff-Advanced_Midwives-part_time	staff-Nursing_Staff-Advanced_Midwives-full_time	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-vacant	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-part_time	staff-Nursing_Staff-Specialised_Nurses_(Exluding_Advanced_Midwives)-full_time	staff-Clinical_staff-Pharmacists-vacant	staff-Clinical_staff-Pharmacists-part_time	staff-Clinical_staff-Pharmacists-full_time	staff-Clinical_staff-Allied_Health_Professionals-vacant	staff-Clinical_staff-Allied_Health_Professionals-part_time	staff-Clinical_staff-Allied_Health_Professionals-full_time	staff-Doctors-Medical_Practitioners-vacant	staff-Doctors-Medical_Practitioners-part_time	staff-Doctors-Medical_Practitioners-full_time	staff-Administrative_staff-Information_management-vacant	staff-Administrative_staff-Information_management-part_time	staff-Administrative_staff-Information_management-full_time	staff-Doctors-External_Visiting_Medical_Practitioners-vacant	staff-Doctors-External_Visiting_Medical_Practitioners-part_time	staff-Doctors-External_Visiting_Medical_Practitioners-full_time	staff-Administrative_staff-Human_Resource-vacant	staff-Administrative_staff-Human_Resource-part_time	staff-Administrative_staff-Human_Resource-full_time	staff-Nursing_Staff-Clinical_Nurse_Practitioners-vacant	staff-Nursing_Staff-Clinical_Nurse_Practitioners-part_time	staff-Nursing_Staff-Clinical_Nurse_Practitioners-full_time	staff-Doctors-Medical_Specialists-vacant	staff-Doctors-Medical_Specialists-part_time	staff-Doctors-Medical_Specialists-full_time	staff-Doctors-Medical_Practitioner_Interns-vacant	staff-Doctors-Medical_Practitioner_Interns-part_time	staff-Doctors-Medical_Practitioner_Interns-full_time	staff-Clinical_staff-Dental-vacant	staff-Clinical_staff-Dental-part_time	staff-Clinical_staff-Dental-full_time	staff-Doctors-Registrars-vacant	staff-Doctors-Registrars-part_time	staff-Doctors-Registrars-full_time	staff-Doctors-External_Visiting_Medical_Specialists-vacant	staff-Doctors-External_Visiting_Medical_Specialists-part_time	staff-Doctors-External_Visiting_Medical_Specialists-full_time	staff-Staffing-Management_staff-vacant	staff-Staffing-Management_staff-part_time	staff-Staffing-Management_staff-full_time	staff-Administrative_staff-General_Admin_/_Support-vacant	staff-Administrative_staff-General_Admin_/_Support-part_time	staff-Administrative_staff-General_Admin_/_Support-full_time	staff-Administrative_staff-Financial-vacant	staff-Administrative_staff-Financial-part_time	staff-Administrative_staff-Financial-full_time	staff-Total_Staff_Compliment-vacant	staff-Total_Staff_Compliment-part_time	staff-Total_Staff_Compliment-full_time	staff-Vacant-vacant	staff-Vacant-part_time	staff-Vacant-full_time	pharmacy_and_dispensary-hours_per_day	clinics-hours_per_day	pharmacy_and_dispensary-days_per_week	in_patients-hours_per_day	clinics-days_per_week	in_patients-days_per_week	emergency_unit-hours_per_day	emergency_unit-days_per_week	out_patients-hours_per_day	out_patients-days_per_week	governance-Strategic_management	governance-Communications_and_public_relations	governance-Staff_welfare_and_employee_wellness	governance-Human_resource_management_and_development	governance-Leadership_and_Corporate_Governance	governance-Operational_Management	governance-Oversight_and_accountability	governance-Financial_management	governance-Risk_management	governance-Supply_chain_and_asset_Management	governance-Quality_Improvement	governance-Effective_leadership
nc_calvinia_clinic_2013_06_17	Calvinia Clinic	Calvinia Clinic	CLINIC	Northern Cape Province	Namakwa District Municipality	Hantam Local Municipality	-31.46447	19.768374	027 341 2196	027 3411 868			S.A Hoon	RURAL	Facility Owner - Government - Prov	Calvinia	Priv sak x17 Calvinia 8190		31	34	 N/A	30	 N/A	32	41	27	25	27	33	0	34	26	20	56	23	37	5	0				2	0	4	2	0	2	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0							8	8	5								0	0	0	0	0	25						
nc_campbell_clinic_2013_06_17	Campbell Clinic	Campbell Clinic	CLINIC	Northern Cape Province	Pixley ka Seme District Municipality	Siyancuma Local Municipality	-28.800241	23.720942		0532979023			Sr Setlogelo	RURAL	Facility Owner - Government - Local	Campbell			33	39	 N/A	31	 N/A	20	45	39	43	25	0	33	37	34	20	24	17	47	2	0				0	0	1	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0							8	8	5								0	100	50	0								
nc_carnarvon_chc_2013_06_17	Carnarvon CHC	Carnarvon CHC	CHC	Northern Cape Province	Pixley ka Seme District Municipality	Kareeberg Local Municipality	-30.9656	22.13304	0533823601	0533823036		amostert@dencape.gov.za	J.F van Staden	RURAL	Facility Owner - Government - Prov	Carnarvon	P/Bag X202	Hospital Avenue	51	55	 N/A	49	 N/A	35	52	68	90	43	43	100	50	49	35	71	36	71		4				3	0	7	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	36	0	0	4							8	24	5	24	7		24	7				100	100		100	90						
nc_carnarvon_clinic_2013_06_17	Carnarvon Clinic	Carnarvon Clinic	CLINIC	Northern Cape Province	Pixley ka Seme District Municipality	Kareeberg Local Municipality	-30.959284	22.128643	053 382 3601	053 382 4714	082 2977 039		MR.Franklyn Molusi	RURAL	Facility Owner - Government - Local	Carnarvon	Private Bag X10	Van Wyksvlei Avenue	35	41	 N/A	33	 N/A	23	36	42	62	35	0	33	46	28	15	60	23	42	4	0	4	0		1	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0							8	8	5								0	100	50	50								
nc_carolusberg_satellite_clinic_2013_06_17	Carolusberg Satellite Clinic	Carolusberg Satellite Clinic	SATELLITE CLINIC	Northern Cape Province	Namakwa District Municipality	Nama Khoi Local Municipality	-29.636581	17.949225		0277182740	0829301985		D. Theron	RURAL	Facility Owner - Government - Prov	Springbok	Private Bag X 10, Springbok	Poskalon street,	20	22	 N/A	19	 N/A	16	32	26	0	7	0	0	19	17	13	0	27	38	2	0				0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0																	0	0	0	0	0	0						
nc_cassels_chc_2013_06_17	Cassels CHC	Cassels CHC	CHC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Joe Morolong Local Municipality	-26.965549	23.990436	0537731991	0537737268	0767824898		K.E Manhe	RURAL	Facility Owner - Government - Local	Kuruman	P.O Box 1336	Cassel CHC	32	33	 N/A	31	 N/A	28	24	37	38	33	50	100	42	24	33	52	29	25			1	0		8	0	3	4	0	1	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	0	0	0	0							8	8			5							100	0	0	100							
nc_catherine_koikoi_clinic_2013_06_17	Catherine Koikoi Clinic	Catherine Koikoi Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Gamagara Local Municipality	-27.955875	22.750626	0533310135	0533310205			Me. T. Chabaemang	RURAL	Facility Owner - Government - Local	Olifantshoek	P/Bag X203		20	21	 N/A	20	 N/A	28	17	20	0	28		0	31	15	31	34	0	9	5	0				3	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0							8	8	5									0	0	0	0	0						
nc_churchill_clinic_2013_06_17	Churchill Clinic	Churchill Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Joe Morolong Local Municipality	-27.27881	23.47783			0718566140		G.M January	RURAL	Facility Owner - Government - Prov	Mothibistad	District office	Churchill village	31	24	 N/A	34	 N/A	21	44	26	43	30	33	33	31	22	27	46	14	57	2	0				6	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0							8	8	5								0	100	0	0								
nc_cillie_satellite_clinic_2013_06_17	Cillie Satellite Clinic	Cillie Satellite Clinic	SATELLITE CLINIC	Northern Cape Province	Siyanda District Municipality	Kai !Garib Local Municipality	-28.73795	20.58302		0544311824	0833019775		Sr. M.M.Williams	RURAL	Facility Owner - Government - Prov			Alwynstreet 126, Cillie	32	31	 N/A	32	 N/A	46	31	22	17	42	24	17	39	18	69	42	43	29	2	0				0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0							8										0	50	0	0			0					
nc_concordia_clinic_2013_06_17	Concordia Clinic	Concordia Clinic	CLINIC	Northern Cape Province	Namakwa District Municipality	Nama Khoi Local Municipality	-29.541792	17.947546		027 731 6730			Edeltrua Hoffmann	RURAL	Facility Owner - Government - Local	Springbok	Box 185 Concordia	Lang Street Concordia	49	53	 N/A	48	 N/A	49	67	48	40	36	33	0	60	38	27	43	88	72	4	0				0	0	1	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0							8	8	5								0	0		50	0	40						
nc_danielskuil_chc_2013_06_17	Danielskuil CHC	Danielskuil CHC	CHC	Northern Cape Province	Siyanda District Municipality	Kgatelopele Local Municipality	-28.182986	23.547435	0533841625	054 3840930	0761511086		Monnapule Elliot Smith	RURAL	Facility Owner - Government - Prov	Danielskuil	P.O Box 43	Clinic Street	40	39	 N/A	41	 N/A	50	44	32	25	43	40	0	48	26	47	50	42	59			1			0	0	6	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	1	4	0	0	0							8	8	5	24	5							0	0	0	0	25						
nc_de_aar_(central_karoo)_hospital_2013_03_28	De Aar (Central Karoo) Hospital	De Aar (Central Karoo) Hospital	DISTRICT HOSPITAL	Northern Cape Province	Pixley ka Seme District Municipality	Emthanjeni Local Municipality	-30.6591	24.007739	053 631 31 83	053 631 2123	083 248 9692	Nhlomela@dehosp.ncape.gov.za	Mrs Nosipho Hlomela	RURAL	Facility Owner - Government - Prov	De aar	private bag 51006	Visser street	49	53	 N/A	46	 N/A	29	59	44	66	54	35	67	39	47	33	66	50	63	0	0	3	1		4	0	25	7	0	20	0	0	0	0	0	6	1	0	0	0	2	0	0	0	0	0	1	0	0	0	16	3	2	5	0	0	0	0	0	0	1	0	0				0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	18	0	53	0	0	4							8			24		7	24	7	8	5	100	0					100	75	0			
nc_de_aar_clinic_2013_06_17	De Aar Clinic	De Aar Clinic	CLINIC	Northern Cape Province	Pixley ka Seme District Municipality	Emthanjeni Local Municipality	-30.659331	24.003528	053 631 4043	053 631 2562			Greenpoint	RURAL	Facility Owner - Government - Prov	De Aar	Central Karoo Hospital	De Aar 7000	38	43	 N/A	35	 N/A	30	43	42	67	31	0	0	38	35	30	46	27	48	0	0	3	0		0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							8	8	5								0		50	50	0							
nc_de_aar_town_clinic_2013_06_17	De Aar Town Clinic	De Aar Town Clinic	CLINIC	Northern Cape Province	Pixley ka Seme District Municipality	Emthanjeni Local Municipality	-30.650438	24.010636	053 631 0105	053 632 9100	082 5700 813		J.D Hofsta	RURAL	Facility Owner - Government - Prov	Town		Amalia Street De Aar	37	41	 N/A	35	 N/A	30	42	38	52	35	20	0	33	33	26	49	12	72	0	0	5	0		0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0							8	8	5								0	0	50		0		0					
nc_de_beershoogte_clinic_2013_06_17	De Beershoogte Clinic	De Beershoogte Clinic	CLINIC	Northern Cape Province	Frances Baard District Municipality	Dikgatlong Local Municipality	-28.532377	24.514924	0535310577	0535310895			M.C.Makgoia	RURAL	Facility Owner - Government - Local	barkly-wes	private bag x2	Campbell Street	26	33	 N/A	23	 N/A	17	27	26	43	29	0	33	28	21	27	37	12	34	0	0				2	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0							8	8	5								0	100	0	0								
nc_deerward_clinic_2013_06_17	Deerward Clinic	Deerward Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Joe Morolong Local Municipality	-27.12556	23.61634		0537751130			Sr. S.T Maraka	RURAL	Facility Owner - Government - Prov	Mothibistad	Privatebag X910		25	23	 N/A	25	 N/A	24	35	17	43	20	33	0	18	17	20	39	21	52	2	0				0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0							8	8	5								0	0	0	0	0							
nc_delportshoop_clinic_2013_06_17	Delportshoop Clinic	Delportshoop Clinic	CLINIC	Northern Cape Province	Frances Baard District Municipality	Dikgatlong Local Municipality	-28.417501	24.307251		0535610639			Mrs Kortje	RURAL	Facility Owner - Government - Local	Delportshoop		Hanekom Straat, Delportshoop	22	25	 N/A	21	 N/A	22	32	16	17	30	0	0	31	14	20	32	14	37	1	0				1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	0	0	0							8	8	5								0	0	0	0	0		0	0				
nc_dingleton_clinic_2013_06_17	Dingleton Clinic	Dingleton Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Gamagara Local Municipality	-27.78566	22.983871	0537242202	0537242042	0732671336		Sr.T.M Chipepa	RURAL	Facility Owner - Government - Prov	Dingleton,Kathu	P.O Box 1001	Kiewiet street	20	17	 N/A	22	 N/A	8	43	14	38	19	0	0	13	12	8	42	3	55	3	0				0	0	1	1	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0							8	8	5									0	50	0	0							
nc_dithakong_clinic_2013_06_17	Dithakong Clinic	Dithakong Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Joe Morolong Local Municipality	-27.085608	23.92399	0537731514		0718566124		Mpaku Selobile	RURAL	Facility Owner - Government - Local	Kuruman	P.O Box 1336		30	29	 N/A	31	 N/A	18	41	36	12	24	0	100	35	25	38	30	15	38	4	0				0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0							8	8	5									100	0	0	100							
nc_ditshipeng_clinic_2013_06_17	Ditshipeng Clinic	Ditshipeng Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Joe Morolong Local Municipality	-26.951482	23.812121	0537731991	0537752271	0823091678		Sr. M. Molaeng	RURAL	Facility Owner - Government - Prov	Kuruman	P.O Box 1336	Ditshipeng village	28	26	 N/A	28	 N/A	16	41	21	50	36	0	0	25	17	50	37	7	54	3	0				0	0	1	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0							8	8	5								0	0	50	0	0	50						
nc_douglas_(hester_malan)_chc_2013_06_17	Douglas (Hester Malan) CHC	Douglas (Hester Malan) CHC	DISTRICT HOSPITAL	Northern Cape Province	Pixley ka Seme District Municipality	Siyancuma Local Municipality	-29.06054	23.767172	0532981785	0532982812			Mr.W Maraba	RURAL	Facility Owner - Government - Prov	Douglas	P/Bag X5	Bowker street	39	36	 N/A	41	 N/A	16	51	38	29	39	35		39	34	25	58	35	50		1				9	0	14	3	0	7	2	2	0	0	0	2	5	0	0	0	0	0	0	0	0	2	1	1	2	2	5	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	25	0	0	2							8		5	24		7	24	7	8													
nc_dr_torres_clinic_2013_06_17	Dr Torres Clinic	Dr Torres Clinic	CLINIC	Northern Cape Province	Frances Baard District Municipality	Sol Plaatjie Local Municipality	-28.662511	24.7154		0538731145	0798980614		Sr. G. Kgakane	URBAN	Facility Owner - Government - Local	Pesodia	Dr. Winston Torres Clinic, Raven Street, Pescodia	Raven Street 66, Pescodia	67	65	 N/A	67	 N/A	51	50	80	62	76	100	100	84	64	60	82	73	41	16	0				2	0	9	1	0	3	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0							8	8	5								100	100	50	100	100							
nc_eksteenfontein_satellite_clinic_2013_06_17	Eksteenfontein Satellite Clinic	Eksteenfontein Satellite Clinic	SATELLITE CLINIC	Northern Cape Province	Namakwa District Municipality	Richtersveld Local Municipality	-28.825388	17.255423		027 851 8615			Sr R Heglio	RURAL	Facility Owner - Government - Local	Eksteenfontein	Eksteenfontein	1328 Straat	21	33	 N/A	17	 N/A	51	50		62		100	100	84	0	60	82			2	0				0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0							8																					
nc_ethembeni_clinic_2013_06_17	Ethembeni Clinic	Ethembeni Clinic	CLINIC	Northern Cape Province	Pixley ka Seme District Municipality	Siyathemba Local Municipality	-29.660246	22.727618	0533533269	0533533179	0823733637		G M L Badenhorst	RURAL	Facility Owner - Government - Prov	Prieska	Private bag X2, Prieska	Makhosi str	57	67	 N/A	52	 N/A	42	60	61	67	54	56	75	60	57	50	56	50	57	1		4			2	0	3	0	0	2	2	2	0	0	0	0	0	0	0																1	0	0										1	1	0																1	0	2										8	8	5								100	100	50		75		50					
nc_eurekaville_clinic_2013_06_17	Eurekaville Clinic	Eurekaville Clinic	CLINIC	Northern Cape Province	Pixley ka Seme District Municipality	Umsobomvu Local Municipality	-31.188262	24.947913		0498431022			I.C.Blaauw	RURAL	Facility Owner - Government - Prov	049 8431 022	Nouport	Louisa straat	40	44	 N/A	39	 N/A	25	41	44	48	43	40	0	42	36	15	56	50	52	0	0	0	0		1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0							8	8	7												0		0					
nc_florianville_(floors)_clinic_2013_06_17	Florianville (Floors) Clinic	Florianville (Floors) Clinic	CLINIC	Northern Cape Province	Frances Baard District Municipality	Sol Plaatjie Local Municipality	-28.72261	24.760265	no	053 8711 082 053 8711 046			Sandra Barnes	URBAN	Facility Owner - Government - Local	Squarehill Park		Stokroos Street Squarehill Park Kimberley	36	33	 N/A	38	 N/A	41	38	32	22	49	0	0	55	20	44	39	34	50	0	0	0	0		0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0							8	8	5								0	0			0		0	0				
nc_fraserburg_chc_2013_06_17	Fraserburg CHC	Fraserburg CHC	CHC	Northern Cape Province	Namakwa District Municipality	Karoo Hoogland Local Municipality	-31.915232	21.511745	0237411226	0237411226			Sr Arendse	RURAL	Facility Owner - Government - Prov	Fraserburg	Private bag x02	Voortrekker Street	37	38	 N/A	36	 N/A	26	48	33	56	42	33	0	34	31	50	44	26	65	0		3	0		0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0							8	24		24	7	7	24	7					50	0	0							
nc_gadiboe_clinic_2013_06_17	Gadiboe Clinic	Gadiboe Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Joe Morolong Local Municipality	-27.07591	23.29435		0537751213	0727778337		K.P Mokgosi	RURAL	Facility Owner - Government - Prov	Gadiboe,		House no. 59E	33	26	 N/A	37	 N/A	22	45	35	43	34	0	0	44	21	33	55	14	48	3	0				1	0	0	1	0	1	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0							8	8	5								0	0	0	50	0							
nc_galeshewe_day_hospital_2013_03_28	Galeshewe Day Hospital	Galeshewe Day Hospital	CHC	Northern Cape Province	Frances Baard District Municipality	Sol Plaatjie Local Municipality	-28.727653	24.747021		0538022539			Mrs. B. R. Mogotsi	URBAN		Galeshewe	Tyson Road	Tyson Road	58	55	 N/A	59	 N/A	56	57	62	78	58	20	0	70	44	53	67	64	76	21	0	21	0		16	0	27	6	0	11	0	0	0	0	0	2	4	0	0	0	0	11	0	0	0	7	0	0	0	1	1	0	1	3	0	0	0	0	0	3	0	0	0				0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	6	5	3	27	0	0	0							8	8		24	5	7	24	7				0	50		0							
nc_ganspan_clinic_2013_06_17	Ganspan Clinic	Ganspan Clinic	CLINIC	Northern Cape Province	Frances Baard District Municipality	Phokwane Local Municipality	-27.973456	24.767644	0534560126/7	0534589398			A.Cloete	RURAL	Facility Owner - Government - Local	Jan Kempdorp	Private Bag x44	Gert Lubbe Str.	43	42	 N/A	44	 N/A	50	63	33	29	43	0	0	53	31	36	41	30	82	2	0				0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0							8	8	5								0	0	20	0	0		0					
nc_garies_clinic_2013_06_17	Garies Clinic	Garies Clinic	CLINIC	Northern Cape Province	Namakwa District Municipality	Kamiesberg Local Municipality	-30.56584	17.98933	027 652 1025	027 652 1025			Z.De Klerk	RURAL	Facility Owner - Government - Local	8220	P.O Box 189 Garries	Namakwastreet	43	41	 N/A	44	 N/A	35	46	40	75	44	100	100	46	34	46	50	50	53						0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0							8	8	5									100	50	50	100	75						
nc_gasehunelo_wyk_5_clinic_2013_06_17	Gasehunelo Wyk 5 Clinic	Gasehunelo Wyk 5 Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Joe Morolong Local Municipality	-27.09567	23.54454		0537751210			Sr. Seikaneng	RURAL	Facility Owner - Government - Prov	Kuruman	P.O Box 1336		29	25	 N/A	31	 N/A	21	52	20	14	28	43	0	22	21	20	40	18	64	2	0				0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0							8	8	5								0		0	0	0							
nc_glen_red_clinic_2013_06_17	Glen Red Clinic	Glen Red Clinic	CLINIC	Northern Cape Province	John Taolo Gaetsewe District Municipality	Joe Morolong Local Municipality	-26.972022	23.909812	083282443		083282443		M.A Lotlegang	RURAL	Facility Owner - Government - Prov	Vryburg	P.O Box 2354	Glenred village	17	16	 N/A	17	 N/A	12	25	14	38	10	0	0	14	11	7	31	20	34	2	0				1	0	1	0	0	2	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0							8	8	5								0	0	50	0	0							
